id,name,description,address,kommun,lan,lat,lng,website,phone,email,products,onSiteSales,tastingRoom,"gardsförsäljningLicense",isArchipelago,openingHours,season,source
slakteri-charkuteri-i-mankarbo-ab,"Slakteri & Charkuteri i Månkarbo AB","","Månkarbovägen 16, 815 69 Månkarbo, Sverige","",Uppsala,60.2209559,17.4704903,https://www.mankarbocharkuteri.se/,"070-401 27 65","","[""kött""]",0,0,0,0,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–19:00, lördag: 09:00–19:00, söndag: 09:00–19:00","","google-places:charkuteri gård"
stabby-prastgard,"Stabby Prästgård","","Stabby backe 1, 752 30 Uppsala, Sverige",Uppsala,Uppsala,59.862367,17.6028431,http://stabbygarden.se/,"070-854 06 41","","[""annat""]",0,0,0,0,"","","google-places:ekogård"
svavagallerian,Svavagallerian,"","Dragarbrunnsgatan 50C, 753 20 Uppsala, Sverige",Uppsala,Uppsala,59.8580463,17.6429889,http://www.svava.se/,"018-489 20 00","","[""bakat""]",0,0,0,0,"måndag: 07:00–22:00, tisdag: 07:00–22:00, onsdag: 07:00–22:00, torsdag: 07:00–22:00, fredag: 07:00–22:00, lördag: 07:00–22:00, söndag: 07:00–22:00","","google-places:gårdsbageri"
saby-frukt,"Säby Frukt","","745 99 Enköping, Sverige","Enköping",Uppsala,59.5118416,17.3610985,https://sabyfrukt.com/,"","","[""grönsaker""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–18:00, söndag: 09:00–18:00","",google-places:fruktodling
satra-bageriet-ab,"Sätra-Bageriet AB","","Svampvägen 5, 756 45 Uppsala, Sverige",Uppsala,Uppsala,59.825943,17.6191747,http://satrabagarn.se/,"018-30 90 17","","[""bakat""]",0,0,0,0,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 09:00–14:00, söndag: Stängt","","google-places:gårdsbageri"
savja-4h-gard,"Sävja 4H-gård","","Carl von Linnés väg 3, 757 56 Uppsala, Sverige",Uppsala,Uppsala,59.8198073,17.7007214,http://4h.se/savja,"070-274 83 87","","[""annat""]",0,0,0,0,"måndag: 09:00–16:00, tisdag: 09:00–16:00, onsdag: 09:00–16:00, torsdag: 09:00–16:00, fredag: 09:00–16:00, lördag: 09:00–15:00, söndag: 09:00–15:00","","google-places:ekogård"
tantens-grona-skafferi-garderob,"Tantens Gröna Skafferi & Garderob","","Hågavägen 188, 752 63 Uppsala, Sverige",Uppsala,Uppsala,59.838082,17.576483,http://www.tantensgrona.se/,"018-46 25 79","","[""kött""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 11:00–15:00, söndag: 11:00–16:00","","google-places:nötkött gård"
triller,Triller,"","S:t Olofsgatan 46, 753 30 Uppsala, Sverige",Uppsala,Uppsala,59.8630841,17.6397575,http://trillermat.se/butiken/,"018-10 01 40","","[""bakat""]",0,0,0,0,"måndag: 07:30–16:00, tisdag: 07:30–16:00, onsdag: 07:30–16:00, torsdag: 07:30–16:00, fredag: 07:30–16:00, lördag: 08:30–16:00, söndag: Stängt","","google-places:gårdsbageri"
uno-fika-butik,"UNO Fika & Butik","","Bredgränd 4, 753 20 Uppsala, Sverige",Uppsala,Uppsala,59.8573375,17.6404689,https://www.unofikabutik.se/,"","","[""bakat""]",0,0,0,0,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–19:00, lördag: 10:00–18:00, söndag: 11:00–18:00","","google-places:gårdsbageri"
uggelsta-agg-ab,"Uggelsta Ägg AB","","Uggelsta Gård, 743 91 Storvreta, Sverige","",Uppsala,59.9873403,17.7101058,http://uggelstaagg.se/,"018-35 02 13","","[""grönsaker""]",0,0,0,0,"måndag: 06:00–19:00, tisdag: 06:00–19:00, onsdag: 06:00–19:00, torsdag: 06:00–19:00, fredag: 06:00–19:00, lördag: 06:00–19:00, söndag: 06:00–19:00","","google-places:ekologisk gård"
ulvagubben-lager,"Ulvagubben Lager","","ULVA 17, 755 93 Uppsala, Sverige",Uppsala,Uppsala,59.9114992,17.5727035,http://www.ulvagubben.se/,"","","[""grönsaker""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: Stängt","","google-places:bärodling"
ulvagubben-sjalvplock,"Ulvagubben Självplock","","Ulva kvarn, 755 93 Uppsala, Sverige",Uppsala,Uppsala,59.9111432,17.5837854,http://www.ulvagubben.se/,"","","[""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 09:30–17:30, söndag: Stängt","","google-places:bärodling"
uppsala-biodlareforening,"Uppsala Biodlareförening","","754 73 Jälla, Sverige","",Uppsala,59.906847,17.7105146,https://uppsalabiodlare.se/,"","","[""honung"",""grönsaker""]",0,0,0,0,"","",google-places:biodling
uppsala-naturbete,"Uppsala Naturbete","","Hågavägen 50, 752 63 Uppsala, Sverige",Uppsala,Uppsala,59.8399005,17.5856053,http://www.uppsalanaturbete.se/,"","","[""kött""]",0,0,0,0,"","","google-places:naturbeteskött"
vasilis-och-sigrid-mathantverk,"Vasilis och Sigrid Mathantverk","","VALLHOVS SÄTERI 6, 743 86 Bälinge, Sverige","",Uppsala,59.9468665,17.4288291,https://vasilisochsigrid.se/index.php?route=extension/module/hol_blog,"072-013 56 15","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 12:00–16:00, fredag: 12:00–16:00, lördag: 11:00–15:00, söndag: 11:00–15:00","","google-places:nötkött gård"
wilmas,Wilmas,"","Skolgatan 8, 753 11 Uppsala, Sverige",Uppsala,Uppsala,59.8610262,17.6288293,http://www.wilmas.se/,"018-14 70 70","","[""bakat""]",0,0,0,0,"måndag: 07:30–18:00, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 08:00–18:00, söndag: 08:00–18:00","","google-places:gårdsbageri"
anga-gard,"Änga Gård","","Luffarvägen 1, 744 32 Heby, Sverige",Heby,Uppsala,59.9413204,16.8529186,https://www.angagard.com/,"070-668 57 15","","[""grönsaker""]",0,0,0,0,"","","google-places:ekologisk gård"
aby-gard,"Åby Gård","","Husby-åby Åby Gård 214, 741 95 Knivsta, Sverige",Knivsta,Uppsala,59.7541471,18.051402,http://www.abygard.se/,"018-38 81 23","","[""kött""]",0,0,0,0,"","","google-places:nötkött gård"
arsta-4h-gard,"Årsta 4h-Gård","","Vitkålsgatan 78A, 754 49 Uppsala, Sverige",Uppsala,Uppsala,59.8726258,17.6968249,http://www.4h.se/arsta,"070-240 24 76","","[""annat""]",0,0,0,0,"måndag: 09:00–16:00, tisdag: 09:00–16:00, onsdag: 09:00–16:00, torsdag: 09:00–16:00, fredag: 09:00–16:00, lördag: 09:00–15:00, söndag: 09:00–15:00","","google-places:ekogård"
agetomta-gard-2,"Agetomta Gård","","Stora Agetomta, 605 93 Norrköping, Sverige","Köping","Västmanland",58.5438063,16.3155202,http://agetomtagard.com/,"070-323 65 55","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 12:00–17:00, fredag: 12:00–17:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:nötkött gård"
bageri-april,"Bageri April","","Vasagatan 17, 722 15 Västerås, Sverige","Västerås","Västmanland",59.6111144,16.5450118,http://bageriapril.se/,"021-250 35","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 08:00–16:00, söndag: Stängt","","google-places:gårdsbageri"
barkaro-handelstradgard-ab,"Barkarö Handelsträdgård AB","","BARKARÖ TRÄDGÅRD 3, 725 91 Västerås, Sverige","Västerås","Västmanland",59.5504493,16.5073451,https://www.barkarotradgard.se/,"021-520 19","","[""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:bärodling"
bayrok-konditori-caf,"Bayrok Konditori & Café","","Stationsvägen 7 b, 737 40 Fagersta, Sverige",Fagersta,"Västmanland",60.004148,15.7926869,https://m.facebook.com/pages/Bayrok-Cafe/138306752966707,"0223-133 33","","[""bakat""]",0,0,0,0,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdsbageri"
berga-agg-jord-ab,"Berga Ägg & Jord AB","","Berga Gård, 716 92 Fjugesta, Sverige","","Västmanland",59.1922586,14.8827641,http://www.berga.net/,"070-340 10 49","","[""annat""]",0,0,0,0,"måndag: 06:00–22:00, tisdag: 06:00–22:00, onsdag: 06:00–22:00, torsdag: 06:00–22:00, fredag: 06:00–22:00, lördag: 06:00–22:00, söndag: 06:00–22:00","","google-places:ägg gård"
bergs-appelgard-kopings-musteri-ab-hallstahammar,"Bergs Äppelgård, Köpings Musteri AB, Hallstahammar","","Vänstavägen, Sväng mot Kolbäck vid Bergs Kyrka., 400 meter efter kyrkan ligger odlingen på vänster hand, 734 91 Hallstahammar, Sverige",Hallstahammar,"Västmanland",59.591676,16.166192,http://www.kopingsmusteri.se/,"073-982 88 37","","[""vin"",""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: 12:00–14:00","","google-places:ekologisk gård"
birdlife-vastmanland,"BirdLife Västmanland","","Skattgården Lövsta 43, 725 92 Västerås, Sverige","Västerås","Västmanland",59.5157819,16.4363841,http://vof.birdlife.se/,"","","[""kött""]",0,0,0,0,"","","google-places:viltuppfödare"
boda-backe-fargard,"Boda Backe Fårgård","","Boda 1, 726 91 Skultuna, Sverige","","Västmanland",59.7676316,16.4509797,http://bodabacke.se/,"070-497 24 38","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: 13:00–17:00, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 13:00–17:00, söndag: Stängt","","google-places:lammgård"
brandts-gardsbutik,"Brandts Gårdsbutik","","Nygårdsvägen 3, 776 93 Hedemora, Sverige","","Västmanland",60.3104738,15.9254438,http://dalamat.se/producer/brandts-vasterby/,"070-237 75 93","","[""grönsaker""]",0,0,0,0,"måndag: 09:00–17:30, tisdag: 09:00–17:30, onsdag: 09:00–17:30, torsdag: 09:00–17:30, fredag: 09:00–17:30, lördag: 09:00–15:30, söndag: 09:00–15:30","","google-places:bärodling"
bread-sweets-by-jennie,"Bread & Sweets by Jennie","","Öster Mälarstrands Allé 18, 723 57 Västerås, Sverige","Västerås","Västmanland",59.605618,16.5737489,https://breadandsweets.se/,"021-80 01 22","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 08:00–16:00, söndag: 08:00–16:00","","google-places:gårdsbageri"
brunnby-gard,"Brunnby Gård","","BRUNNBY 4, 725 97 Västerås, Sverige","Västerås","Västmanland",59.6126836,16.6635387,http://www.hushallningssallskapet.se/,"","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: Stängt, fredag: Stängt, lördag: 09:00–17:00, söndag: Stängt","","google-places:viltuppfödare"
brunnby-lantbrukardagar,"Brunnby Lantbrukardagar","","Brunnby Gård, 725 97 Västerås, Sverige","Västerås","Västmanland",59.612358,16.663249,http://www.brunnbylantbrukardagar.se/,"021-17 77 20","","[""annat""]",0,0,0,0,"","","google-places:ägg gård"
brynolf-bagare,"Brynolf Bagare","","Kranbyggargatan 3, 721 34 Västerås, Sverige","Västerås","Västmanland",59.6103962,16.6132214,http://www.brynolf-bagare.se/,"021-17 70 70","","[""bakat""]",0,0,0,0,"måndag: 07:00–18:00, tisdag: 07:00–18:00, onsdag: 07:00–18:00, torsdag: 07:00–18:00, fredag: 07:00–18:00, lördag: 09:00–16:00, söndag: 11:00–16:00","","google-places:gårdsbageri"
brynolf-bagare-i-vasteras-ab,"Brynolf Bagare i Västerås AB","","Hallsta Gårdsgata 12, 721 38 Västerås, Sverige","Västerås","Västmanland",59.6112433,16.4643636,http://www.brynolf-bagare.se/,"021-35 87 00","","[""bakat""]",0,0,0,0,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: 09:00–16:00, söndag: Stängt","","google-places:gårdsbageri"
broderi-hed-ab-hantverksbageri,"Bröderi Hed AB - Hantverksbageri","","Idrottsvägen 1, 739 30 Skinnskatteberg, Sverige",Skinnskatteberg,"Västmanland",59.8163467,15.7043758,https://www.broderihed.se/,"070-766 07 46","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 07:00–16:00, lördag: 08:00–15:00, söndag: Stängt","","google-places:gårdsbageri"
bygdens-bageri-ab,"Bygdens Bageri AB","","Gäddeholms Gård 3c, 725 97 Västerås, Sverige","Västerås","Västmanland",59.5537521,16.6609501,http://www.waffelbaren.se/,"070-820 89 78","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 11:00–16:00, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00","","google-places:gårdsbageri"
backtorps-gard,"Bäcktorps Gård","","BÄCKTORP 202, 714 94 Kopparberg, Sverige","","Västmanland",59.8403597,15.106222,https://www.backtorpsgard.se/,"070-636 94 69","","[""kött""]",0,0,0,0,"","","google-places:nötkött gård"
carlstroms-kott-chark-ab,"Carlströms Kött & Chark AB","","Slakterigatan 7A, 721 32 Västerås, Sverige","Västerås","Västmanland",59.5927545,16.5134154,http://www.carlstroms.com/,"021-14 72 00","","[""kött""]",0,0,0,0,"måndag: 10:00–17:00, tisdag: 10:00–17:00, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–13:00, söndag: Stängt","","google-places:charkuteri gård"
christineholms-gardsbutik,"Christineholms gårdsbutik","","Christineholm, 611 94 Nyköping, Sverige","Köping","Västmanland",58.8118277,16.939927,http://www.christineholm.se/g-rdsbutik,"073-535 36 76","","[""kött""]",1,0,0,0,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt","","google-places:nötkött gård"
ciccis-biprodukter,"Ciccis biprodukter","","Gisslarbo 43, 731 15 Kolsva, Sverige","","Västmanland",59.6248665,15.8198183,http://www.ciccisbiprodukter.se/,"","","[""honung"",""grönsaker""]",0,0,0,0,"","",google-places:biodling
coppersmith-s-ab,"Coppersmith’s AB","","Munkbovägen 5, 721 32 Västerås, Sverige","Västerås","Västmanland",59.5878982,16.4960765,http://www.coppersmiths.se/,"021-370 88 88","","[""sprit""]",0,1,0,0,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: Stängt, söndag: Stängt","",google-places:destilleri
elsa-andersons-konditori,"Elsa Andersons konditori","","Fagerstavägen 1, 738 31 Norberg, Sverige",Fagersta,"Västmanland",60.0645969,15.923312,http://www.elsaandersonskonditori.se/,"0223-200 49","","[""bakat""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 10:00–18:00, söndag: 10:00–18:00","","google-places:gårdsbageri"
enebopark-ab-medakers-bin,"Enebopark AB Medåkers Bin","","Enebopark 178, 732 96 Arboga, Sverige",Arboga,"Västmanland",59.4748984,15.7394765,https://www.medakersbin.se/,"076-229 20 45","","[""honung"",""grönsaker""]",0,0,0,0,"","",google-places:biodling
espresso-house-hantverkargatan,"Espresso House Hantverkargatan","","Hantverkargatan 9, 722 12 Västerås, Sverige","Västerås","Västmanland",59.6106574,16.5463812,https://espressohouse.com/,"076-521 91 99","","[""bakat""]",0,0,0,0,"måndag: 07:30–18:00, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 10:00–17:00, söndag: 10:00–17:00","","google-places:gårdsbageri"
espresso-house-vasteras-station,"Espresso House Västerås Station","","Södra Ringvägen 1, 722 12 Västerås, Sverige","Västerås","Västmanland",59.6076524,16.5515789,https://espressohouse.com/,"076-521 93 19","","[""bakat""]",0,0,0,0,"måndag: 06:00–20:00, tisdag: 06:00–20:00, onsdag: 06:00–20:00, torsdag: 06:00–20:00, fredag: 06:00–20:00, lördag: 07:00–20:00, söndag: 08:00–20:00","","google-places:gårdsbageri"
frakentorp-sateri,"Fräkentorp säteri","","642 96 Malmköping, Sverige","Köping","Västmanland",59.174015,16.6089678,http://www.frakentorp.se/,"0157-441 18","","[""kött"",""fisk""]",0,0,0,0,"","","google-places:fårfarm"
froslunda-lantbruk-ab,"Fröslunda Lantbruk AB","","Sunnersberg Fröslunda, 531 98 Lidköping, Sverige","Köping","Västmanland",58.5897651,13.1054848,http://froslunda.se/,"","","[""annat""]",0,0,0,0,"","","google-places:ägg gård"
granden-lunch-dinner-lounge,"GRÄNDEN - lunch | dinner | lounge","","Sturegatan 13, 722 13 Västerås, Sverige","Västerås","Västmanland",59.6114125,16.5468173,https://cafegranden.se/,"021-18 98 27","","[""bakat""]",0,0,0,0,"måndag: 10:00–21:30, tisdag: 10:00–21:30, onsdag: 10:00–22:00, torsdag: 10:00–22:00, fredag: 10:00–01:00, lördag: 10:00–01:00, söndag: 11:00–21:30","","google-places:gårdsbageri"
garstroms-konditori,"Garströms Konditori","","Mellbygatan 2, 531 30 Lidköping, Sverige","Köping","Västmanland",58.5035552,13.156028,https://m.facebook.com/profile.php/?id=100048489895451,"0510-202 83","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 10:00–18:00, onsdag: 09:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 09:00–15:00, söndag: Stängt","","google-places:gårdsbageri"
global-living,"Global Living","","Smedjegatan 13, 722 13 Västerås, Sverige","Västerås","Västmanland",59.6109848,16.5444545,http://globalliving.se/,"021-18 62 90","","[""bakat""]",0,0,0,0,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–23:00, lördag: 09:00–01:00, söndag: 11:00–17:00","","google-places:gårdsbageri"
graute-gard-far-och-lammgard-2,"Graute gård - Får och Lammgård","","HEJNUM GRAUTE 310, 624 38 Tingstäde, Sverige","","Västmanland",57.6653881,18.6339609,http://www.grautegard.se/,"070-471 29 99","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–17:00, lördag: 11:00–15:00, söndag: Stängt","","google-places:lammgård"
grinda-gardsglass,"Grinda Gårdsglass","","Grinda säteri 1, 642 96 Malmköping, Sverige","Köping","Västmanland",59.135564,16.696894,https://www.grindagard.se/glasscafe/,"070-037 14 55","","[""annat""]",0,0,0,1,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–18:00, söndag: 10:00–18:00","","google-places:ekogård"
grinda-sateri-ab,"Grinda Säteri AB","","GRINDA SÄTERI 1, 642 96 Malmköping, Sverige","Köping","Västmanland",59.134434,16.7005406,https://www.grindagard.se/?utm_source=GMB&utm_medium=organic,"072-745 30 20","","[""kött""]",0,0,0,1,"måndag: Stängt, tisdag: Stängt, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: 11:00–16:00","","google-places:nötkött gård"
gransbo-potatis-ab-2,"Gränsbo Potatis AB","","Hököpinge ängaväg 103, 22, 235 93 Vellinge, Sverige","Köping","Västmanland",55.4925223,12.9849112,https://gransbo.com/,"040-46 60 61","","[""grönsaker""]",0,0,0,0,"måndag: 07:00–16:00, tisdag: 07:00–16:00, onsdag: 07:00–16:00, torsdag: 07:00–16:00, fredag: 07:00–16:00, lördag: Stängt, söndag: Stängt","","google-places:ekologisk gård"
gardsbutiken-i-smedby,"Gårdsbutiken i Smedby","","Smedby 326, 732 96 Arboga, Sverige",Arboga,"Västmanland",59.4847335,15.7062492,http://www.gardsbutikenismedby.se/,"","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–15:00, söndag: 10:00–15:00","","google-places:fårfarm"
hagalunds-gard,"Hagalunds Gård","","Norrsalbo Åsen 195, 733 62 Västerfärnebo, Sverige","","Västmanland",59.9337347,16.3390834,"http://www.hagalundsgård.se/","070-244 47 15","","[""kött""]",0,0,0,0,"","","google-places:nötkött gård"
halvarshags-getgard,"Halvarshags Getgård","","Skäcklinge 644, 705 97 Glanshammar, Sverige","","Västmanland",59.3605711,15.4369022,https://www.gardsnara.se/orebro/halvarshags_getgard,"073-954 50 04","","[""kött""]",0,0,0,0,"","","google-places:charkuteri gård"
hamburgeriet,Hamburgeriet,"","Varmvalsvägen 17, 721 30 Västerås, Sverige","Västerås","Västmanland",59.6160259,16.5557115,http://www.hamburgeriet.nu/,"021-448 59 00","","[""bakat""]",0,0,0,0,"måndag: 11:00–20:00, tisdag: 11:00–20:00, onsdag: 11:00–20:00, torsdag: 11:00–20:00, fredag: 11:00–21:00, lördag: 12:00–20:00, söndag: 12:00–20:00","","google-places:gårdsbageri"
hebo-tradgard,"Hebo Trädgård","","Hebo 102, 733 95 Sala, Sverige",Sala,"Västmanland",59.8507931,16.4779453,http://hebotradgard.se/,"073-907 39 17","","[""grönsaker""]",0,0,0,0,"måndag: 08:00–19:00, tisdag: 08:00–19:00, onsdag: 08:00–19:00, torsdag: 08:00–19:00, fredag: 08:00–19:00, lördag: 08:00–19:00, söndag: 08:00–19:00","","google-places:ekologisk gård"
hellmanska-garden,"Hellmanska Gården","","Västra Trädgårdsgatan 24, 611 32 Nyköping, Sverige","Köping","Västmanland",58.7523522,17.006871,http://www.hellmanskagarden.se/,"0155-21 00 41","","[""bakat""]",0,0,0,0,"måndag: 08:00–18:00, tisdag: 08:00–18:00, onsdag: 08:00–18:00, torsdag: 08:00–18:00, fredag: 08:00–18:00, lördag: 09:00–17:00, söndag: 11:00–16:00","","google-places:gårdsbageri"
henrys-bageri-2,"Henrys Bageri","","Kopparslagaregatan 10, 531 30 Lidköping, Sverige","Köping","Västmanland",58.504342,13.1546911,http://www.henrysbageri.se/,"0510-230 80","","[""bakat""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–14:00, söndag: Stängt","","google-places:gårdsbageri"
himmelsberga-hembakt,"Himmelsberga hembakt","","Kungsuddsvägen 8, 736 32 Kungsör, Sverige","Kungsör","Västmanland",59.4283582,16.0920144,http://www.himmelsbergahembakt.se/,"070-299 42 00","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 10:00–16:00, onsdag: 10:00–16:00, torsdag: 10:00–16:00, fredag: 10:00–16:00, lördag: 10:00–16:00, söndag: Stängt","","google-places:gårdsbageri"
hygns-vilt-gardsbutik-rokeri-sommarcaf,"Hygns Vilt - Gårdsbutik, Rökeri & Sommarcafé","","Hygns Gård, 681 93 Kristinehamn, Sverige","","Västmanland",59.1162078,14.0980306,http://www.hygnsvilt.se/,"0551-420 42","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 11:00–17:00, fredag: 11:00–17:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:charkuteri gård"
hallby-gard-vid-hjalmare-kanal,"Hällby Gård vid Hjälmare kanal","","Hällby 289, 732 94 Arboga, Sverige",Arboga,"Västmanland",59.3815276,15.9377154,https://www.hallbygardvidhjalmarekanal.se/,"070-245 99 50","","[""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 11:00–16:00, söndag: Stängt","","google-places:bärodling"
ica-kvantum-vasteras,"ICA Kvantum Västerås","","Grytavägen 1, 722 46 Västerås, Sverige","Västerås","Västmanland",59.6372308,16.5450232,https://www.ica.se/butiker/kvantum/vasteras/ica-kvantum-vasteras-1003869/?utm_source=google&utm_medium=locations&utm_campaign=ICA+Kvantum+V%C3%A4ster%C3%A5s+10515,"021-81 61 50","","[""bakat""]",0,0,0,0,"måndag: 06:00–22:00, tisdag: 06:00–22:00, onsdag: 06:00–22:00, torsdag: 06:00–22:00, fredag: 06:00–22:00, lördag: 06:00–22:00, söndag: 06:00–22:00","","google-places:gårdsbageri"
jannelunds-gard,"Jannelunds Gård","","SÖDRA ÖVRATORP 3328, 716 91 Fjugesta, 716 94 Mullhyttan, Sverige","","Västmanland",59.1606509,14.7421013,http://www.jannelundsgard.se/,"070-623 59 00","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 16:00–18:00, lördag: 10:00–12:00, söndag: Stängt","","google-places:nötkött gård"
johanssons-brod-caf,"Johanssons Bröd & Café","","Rådmansgatan 4, 733 30 Sala, Sverige",Sala,"Västmanland",59.9210747,16.6073759,https://www.johanssonscafe.se/,"0224-102 87","","[""bakat""]",0,0,0,0,"måndag: 08:00–18:00, tisdag: 08:00–18:00, onsdag: 08:00–18:00, torsdag: 08:00–18:00, fredag: 08:00–18:00, lördag: 08:00–16:00, söndag: 11:00–15:00","","google-places:gårdsbageri"
jadersbruks-eko-herrgard-butik-caf,"Jädersbruks eko herrgård butik & café","","jädersbruks herrgård 1, 732 96 Arboga, Sverige",Arboga,"Västmanland",59.4087707,15.7871047,https://jadersbruk.se/,"0589-144 00","","[""grönsaker""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–19:00, fredag: 09:00–18:00, lördag: 09:00–15:00, söndag: Stängt","","google-places:ekologisk gård"
kaf-ritz,"Kafé Ritz","","Bergslagsvägen 99, 730 30 Kolsva, Sverige","","Västmanland",59.6002999,15.841797,http://www.kaferitz.se/,"076-000 08 04","","[""bakat""]",0,0,0,0,"måndag: 08:30–16:00, tisdag: 08:30–16:00, onsdag: 08:30–16:00, torsdag: 08:30–16:00, fredag: 08:30–16:00, lördag: 09:00–14:00, söndag: Stängt","","google-places:gårdsbageri"
